Jul.Day,YYYY/MM/DD,Wdy,XAU/USD,XAG/USD,XPT/USD
2454740,9/30/2008,Tue,0.00113059,0.077161,0.00099602
2454741,10/1/2008,Wed,0.00113636,0.081433,0.0009901
2454742,10/2/2008,Thu,0.00117371,0.081633,0.00100502
2454743,10/3/2008,Fri,0.00120773,0.089286,0.00104275
2454746,10/6/2008,Mon,0.00114221,0.088574,0.00101729
2454747,10/7/2008,Tue,0.00114058,0.085911,0.00099206
2454748,10/8/2008,Wed,0.00110681,0.085837,0.00099602
2454749,10/9/2008,Thu,0.00113186,0.085911,0.00097371
2454750,10/10/2008,Fri,0.00111049,0.085179,0.000999
2454754,10/14/2008,Tue,0.0012012,0.091827,0.00096899
2454755,10/15/2008,Wed,0.00118064,0.091575,0.00101523
2454756,10/16/2008,Thu,0.0012461,0.1001,0.00109051
2454757,10/17/2008,Fri,0.0012747,0.104602,0.00116822
2454760,10/20/2008,Mon,0.00125786,0.102145,0.00114025
2454761,10/21/2008,Tue,0.00129534,0.10142,0.00113379
2454762,10/22/2008,Wed,0.00134408,0.101626,0.00117371
2454763,10/23/2008,Thu,0.00138889,0.107066,0.00126582
2454764,10/24/2008,Fri,0.00140351,0.112613,0.00128535
2454767,10/27/2008,Mon,0.00136893,0.110988,0.00131061
2454768,10/28/2008,Tue,0.00136893,0.110011,0.00123305
2454769,10/29/2008,Wed,0.00130891,0.10661,0.00122399
2454770,10/30/2008,Thu,0.00132406,0.0998,0.00118906
2454771,10/31/2008,Fri,0.00136845,0.107759,0.0012285
2454774,11/3/2008,Mon,0.0013708,0.099502,0.00121803
2454775,11/4/2008,Tue,0.00134907,0.100503,0.00120919
2454776,11/5/2008,Wed,0.0013267,0.097276,0.00114942
2454777,11/6/2008,Thu,0.00132538,0.096062,0.00116009
2454778,11/7/2008,Fri,0.00136008,0.098717,0.00117786
2454781,11/10/2008,Mon,0.00132802,0.096993,0.00113636
2454783,11/12/2008,Wed,0.00137978,0.103627,0.00121359
2454784,11/13/2008,Thu,0.00140155,0.106781,0.00121065
2454785,11/14/2008,Fri,0.00133779,0.107181,0.00118343
2454788,11/17/2008,Mon,0.00136239,0.105263,0.0012285
2454789,11/18/2008,Tue,0.00135502,0.10661,0.001221
2454790,11/19/2008,Wed,0.00131233,0.106383,0.00121065
2454791,11/20/2008,Thu,0.00135501,0.106496,0.00125471
2454792,11/21/2008,Fri,0.00129116,0.109051,0.00123153
2454795,11/24/2008,Mon,0.00121581,0.099602,0.00118624
2454796,11/25/2008,Tue,0.00121877,0.096805,0.0011534
2454797,11/26/2008,Wed,0.00123077,0.097087,
2454798,11/27/2008,Thu,0.0012285,0.097466,0.00116279
2454799,11/28/2008,Fri,0.00122775,0.098814,0.00114155
2454802,12/1/2008,Mon,0.00128535,0.100908,0.00123457
2454803,12/2/2008,Tue,0.00128205,0.10627,0.00123457
2454804,12/3/2008,Wed,0.00130505,0.106045,0.00124378
2454805,12/4/2008,Thu,0.00129324,0.104384,0.00125944
2454806,12/5/2008,Fri,0.00133511,0.105708,0.00126904
2454809,12/8/2008,Mon,0.00130335,0.102775,0.00118765
2454810,12/9/2008,Tue,0.00130251,0.101729,0.00123916
2454811,12/10/2008,Wed,0.00124649,0.100402,0.00121359
2454812,12/11/2008,Thu,0.00120809,0.096246,0.00118765
2454813,12/12/2008,Fri,0.00120992,0.099305,0.00124844
2454816,12/15/2008,Mon,0.00121065,0.096805,0.00119904
2454817,12/16/2008,Tue,0.00119296,0.095238,0.00120482
2454818,12/17/2008,Wed,0.00114943,0.091075,0.00116959
2454819,12/18/2008,Thu,0.00116925,0.088574,0.00116009
2454820,12/19/2008,Fri,0.00119653,0.094251,0.00117925
2454823,12/22/2008,Mon,0.00117786,0.091158,0.0011655
2454824,12/23/2008,Tue,0.00118554,0.093458,0.00117509
2454825,12/24/2008,Wed,,0.097182,
2454830,12/29/2008,Mon,0.00113604,0.091491,0.00110619
2454831,12/30/2008,Tue,0.00114976,0.092336,0.00111359
2454832,12/31/2008,Wed,,0.092678,
2454834,1/2/2009,Fri,0.00114351,0.090253,0.00107991
2454837,1/5/2009,Mon,0.00117165,0.090334,0.00108696
2454838,1/6/2009,Tue,0.0011789,0.092166,0.00118483
2454839,1/7/2009,Wed,0.00117855,0.087642,0.001
2454840,1/8/2009,Thu,0.00116857,0.091912,0.00101317
2454841,1/9/2009,Fri,0.00118029,0.089127,0.00101215
2454844,1/12/2009,Mon,0.00120919,0.090171,0.00103734
2454845,1/13/2009,Tue,0.00120992,0.094162,0.00107411
2454846,1/14/2009,Wed,0.00121729,0.092851,0.00106952
2454847,1/15/2009,Thu,0.00123457,0.095147,0.00108932
2454848,1/16/2009,Fri,0.0011994,0.092764,0.00106044
2454851,1/19/2009,Mon,0.00120048,0.089606,0.00104822
2454852,1/20/2009,Tue,0.00117199,0.088339,0.00105597
2454853,1/21/2009,Wed,0.00117751,0.088183,0.00107875
2454854,1/22/2009,Thu,0.00116279,0.088339,0.00107527
2454855,1/23/2009,Fri,0.00114188,0.08726,0.00107759
2454858,1/26/2009,Mon,0.0010986,0.082645,0.00105042
2454859,1/27/2009,Tue,0.00111421,0.083963,0.00105485
2454860,1/28/2009,Wed,0.00111701,0.083472,0.00104603
2454861,1/29/2009,Thu,0.00112076,0.085179,0.00104932
2454862,1/30/2009,Fri,0.00108755,0.079936,0.00101729
2454865,2/2/2009,Mon,0.00108903,0.080451,0.0010352
2454866,2/3/2009,Tue,0.00110558,0.080841,0.00103842
2454867,2/4/2009,Wed,0.00110497,0.080645,0.0010395
2454868,2/5/2009,Thu,0.00108696,0.078125,0.00102041
2454869,2/6/2009,Fri,0.00109529,0.07758,0.00101112
2454872,2/9/2009,Mon,0.00111732,0.076864,0.00101937
2454873,2/10/2009,Tue,0.0010992,0.077161,0.00096993
2454874,2/11/2009,Wed,0.0010661,0.074683,0.00096154
2454875,2/12/2009,Thu,0.00106016,0.074963,0.00093721
2454876,2/13/2009,Fri,0.00106895,0.074794,0.00094787
2454879,2/16/2009,Mon,0.00106101,0.073801,0.00093985
2454880,2/17/2009,Tue,0.00103306,0.071942,0.00092336
2454881,2/18/2009,Wed,0.00103734,0.071174,0.00091996
2454882,2/19/2009,Thu,0.00101989,0.070126,0.00094073
2454883,2/20/2009,Fri,0.00101112,0.070028,0.00092081
2454886,2/23/2009,Mon,0.00101446,0.069638,0.0009311
2454887,2/24/2009,Tue,0.001016,0.069493,0.00093985
2454888,2/25/2009,Wed,0.00102197,0.072411,0.00096061
2454889,2/26/2009,Thu,0.00106781,0.074184,0.00094518
2454890,2/27/2009,Fri,0.00105042,0.0757,0.00094429
2454893,3/2/2009,Mon,0.00106695,0.076103,0.00091743
2454894,3/3/2009,Tue,0.00109439,0.078864,0.00095602
2454895,3/4/2009,Wed,0.00110072,0.0777,0.00096246
2454896,3/5/2009,Thu,0.00109529,0.076046,0.00094697
2454897,3/6/2009,Fri,0.00106838,0.074294,0.00093371
2454900,3/9/2009,Mon,0.00108254,0.07485,0.00093985
2454901,3/10/2009,Tue,0.00110926,0.078678,0.00096061
2454902,3/11/2009,Wed,0.00111173,0.079239,0.0009542
2454903,3/12/2009,Thu,0.00108079,0.077882,0.00095057
2454904,3/13/2009,Fri,0.00107759,0.076278,0.0009542
2454907,3/16/2009,Mon,0.00108755,0.07657,0.00094877
2454908,3/17/2009,Tue,0.0010923,0.077761,0.00095511
2454909,3/18/2009,Wed,0.00111951,0.079302,0.00095785
2454910,3/19/2009,Thu,0.00104548,0.076161,0.00091996
2454911,3/20/2009,Fri,0.00104822,0.07326,0.0009009
2454914,3/23/2009,Mon,0.00105346,0.072674,0.00088417
2454915,3/24/2009,Tue,0.00108254,0.074019,0.00090171
2454916,3/25/2009,Wed,0.00107643,0.075988,0.00089127
2454917,3/26/2009,Thu,0.00106581,0.073529,0.00086806
2454918,3/27/2009,Fri,0.00108225,0.075643,0.00088417
2454921,3/30/2009,Mon,0.00107759,0.07716,0.00089286
2454922,3/31/2009,Tue,0.00109111,0.076278,0.00088968
2454923,4/1/2009,Wed,0.00108167,0.077042,0.00088653
2454924,4/2/2009,Thu,0.0011139,0.07764,0.00087796
2454925,4/3/2009,Fri,0.00110497,0.07776,0.00086281
2454928,4/6/2009,Mon,0.00114909,0.08058,0.00086957
2454929,4/7/2009,Tue,0.00113669,0.082169,0.00086133
2454930,4/8/2009,Wed,0.00113636,0.081433,0.00084459
2454931,4/9/2009,Thu,0.00113572,0.081301,0.00083682
2454936,4/14/2009,Tue,0.00112676,0.079051,0.00081833
2454937,4/15/2009,Wed,0.00112233,0.07731,0.00082237
2454938,4/16/2009,Thu,0.00113572,0.079051,0.0008244
2454939,4/17/2009,Fri,0.00114877,0.083472,0.00082304
2454942,4/20/2009,Mon,0.00114025,0.082919,0.00084746
2454943,4/21/2009,Tue,0.00112518,0.082372,0.00086356
2454944,4/22/2009,Wed,0.00112867,0.082508,0.00085179
2454945,4/23/2009,Thu,0.00111421,0.080451,0.00084962
2454946,4/24/2009,Fri,0.00110193,0.078247,0.00085106
2454949,4/27/2009,Mon,0.00110193,0.077042,0.0008658
2454950,4/28/2009,Tue,0.00112233,0.079618,0.00092764
2454951,4/29/2009,Wed,0.00111328,0.08,0.00091912
2454952,4/30/2009,Thu,0.00113218,0.079177,0.00091491
2454953,5/1/2009,Fri,0.00113058,0.082305,0.00092937
2454957,5/5/2009,Tue,0.0010989,0.076278,0.00088106
2454958,5/6/2009,Wed,0.0010989,0.074405,0.00088028
2454959,5/7/2009,Thu,0.00109619,0.071378,0.00086133
2454960,5/8/2009,Fri,0.00110254,0.071942,0.00087032
2454963,5/11/2009,Mon,0.00109529,0.071942,0.00089767
2454964,5/12/2009,Tue,0.00109051,0.070972,0.00088496
2454965,5/13/2009,Wed,0.00108225,0.070721,0.00089206
2454966,5/14/2009,Thu,0.00108079,0.070721,0.00090416
2454967,5/15/2009,Fri,0.00107585,0.071839,0.00090171
2454971,5/19/2009,Tue,0.00108137,0.072046,0.00088028
2454972,5/20/2009,Wed,0.0010644,0.069979,0.00087413
2454973,5/21/2009,Thu,0.00106667,0.070274,0.00087873
2454974,5/22/2009,Fri,0.00104194,0.068213,0.00087032
2454978,5/26/2009,Tue,0.0010582,0.06993,0.00088653
2454979,5/27/2009,Wed,0.00105152,0.068966,0.00088183
2454980,5/28/2009,Thu,0.00104411,0.067204,0.00088653
2454981,5/29/2009,Fri,0.00102511,0.064433,0.00085106
2454984,6/1/2009,Mon,0.00101859,0.063052,0.00082372
2454985,6/2/2009,Tue,0.00102041,0.06402,0.00082169
2454986,6/3/2009,Wed,0.0010238,0.062617,0.00080192
2454987,6/4/2009,Thu,0.00103013,0.065359,0.0008
2454988,6/5/2009,Fri,0.0010395,0.063898,0.00078431
2454991,6/8/2009,Mon,0.0010596,0.067385,0.00081566
2454992,6/9/2009,Tue,0.00104603,0.066979,0.00080257
2454993,6/10/2009,Wed,0.00104849,0.064977,0.00078927
2454994,6/11/2009,Thu,0.00105541,0.066269,0.00079808
2454995,6/12/2009,Fri,0.00106695,0.066357,0.0008058
2454998,6/15/2009,Mon,0.00107267,0.069881,0.00081037
2454999,6/16/2009,Tue,0.00107066,0.06993,0.000815
2455000,6/17/2009,Wed,0.00107469,0.071327,0.00083264
2455001,6/18/2009,Thu,0.00106326,0.070472,0.00082919
2455002,6/19/2009,Fri,0.00106923,0.070274,0.00082508
2455005,6/22/2009,Mon,0.00108784,0.072307,0.00084317
2455006,6/23/2009,Tue,0.00108607,0.072622,0.00085543
2455007,6/24/2009,Wed,0.00107124,0.072046,0.00085106
2455008,6/25/2009,Thu,0.00106695,0.072098,0.00085034
2455009,6/26/2009,Fri,0.00106157,0.070126,0.00083126
2455012,6/29/2009,Mon,0.00106895,0.071073,0.00084459
2455013,6/30/2009,Tue,0.00107009,0.071736,0.00084317
2455015,7/2/2009,Thu,0.00107585,0.074571,0.00084388
2455016,7/3/2009,Fri,0.00107239,0.074405,0.00084388
2455019,7/6/2009,Mon,0.00108167,0.076746,0.00086207
2455020,7/7/2009,Tue,0.00108225,0.075075,0.00087642
2455021,7/8/2009,Wed,0.00108933,0.076628,0.00089847
2455022,7/9/2009,Thu,0.00109679,0.07758,0.00089847
2455023,7/10/2009,Fri,0.00109529,0.079177,0.00091324
2455026,7/13/2009,Mon,0.00110072,0.080192,0.00091158
2455027,7/14/2009,Tue,0.00108137,0.07764,0.00088574
2455028,7/15/2009,Wed,0.0010661,0.075358,0.00087336
2455029,7/16/2009,Thu,0.00106952,0.0757,0.00086356
2455030,7/17/2009,Fri,0.00106952,0.075988,0.00085543
2455033,7/20/2009,Mon,0.00104959,0.07278,0.00085179
2455034,7/21/2009,Tue,0.00105513,0.073964,0.00084818
2455035,7/22/2009,Wed,0.00105457,0.074627,0.00085837
2455036,7/23/2009,Thu,0.00105263,0.072674,0.0008489
2455037,7/24/2009,Fri,0.00105097,0.072569,0.00084746
2455040,7/27/2009,Mon,0.00104712,0.071124,0.00083126
2455041,7/28/2009,Tue,0.00105904,0.071327,0.00082508
2455042,7/29/2009,Wed,0.00107411,0.073529,0.00083893
2455043,7/30/2009,Thu,0.00107239,0.074627,0.00085324
2455044,7/31/2009,Fri,0.00106496,0.073368,0.00084317
2455048,8/4/2009,Tue,0.00104112,0.071023,0.00081433
2455049,8/5/2009,Wed,0.00104112,0.068166,0.00077761
2455050,8/6/2009,Thu,0.00103734,0.068166,0.00077882
2455051,8/7/2009,Fri,0.00104602,0.068259,0.00080841
2455054,8/10/2009,Mon,0.0010582,0.069108,0.00080515
2455055,8/11/2009,Tue,0.00106073,0.069662,0.00080192
2455056,8/12/2009,Wed,0.00105569,0.070028,0.00081037
2455057,8/13/2009,Thu,0.00104877,0.066357,0.00079114
2455058,8/14/2009,Fri,0.00104877,0.066756,0.00078927
2455061,8/17/2009,Mon,0.0010721,0.070771,0.00081169
2455062,8/18/2009,Tue,0.00106952,0.070972,0.000819
2455063,8/19/2009,Wed,0.00106045,0.066756,0.00078927
2455064,8/20/2009,Thu,0.00106326,0.071225,0.0008058
2455068,8/24/2009,Mon,0.00105097,0.069396,0.00080386
2455069,8/25/2009,Tue,0.00105208,0.070872,0.00080451
2455070,8/26/2009,Wed,0.00106326,0.069832,0.00080645
2455071,8/27/2009,Thu,0.00106045,0.070423,0.00081037
2455072,8/28/2009,Fri,0.00104657,0.068776,0.00080386
2455076,9/1/2009,Tue,0.00104712,0.067843,0.00081037
2455077,9/2/2009,Wed,0.00103654,0.067069,0.00082645
2455078,9/3/2009,Thu,0.00101729,0.063573,0.0008058
2455079,9/4/2009,Fri,0.00101112,0.062696,0.0008
2455083,9/8/2009,Tue,0.00099925,0.059702,0.00078125
2455084,9/9/2009,Wed,0.0010005,0.061576,0.0007776
2455085,9/10/2009,Thu,0.00100934,0.06215,0.00078186
2455086,9/11/2009,Fri,0.00099182,0.059207,0.00077399
2455089,9/14/2009,Mon,0.00100075,0.061162,0.00076394
2455090,9/15/2009,Tue,0.00100402,0.060533,0.00076746
2455091,9/16/2009,Wed,0.00098449,0.057837,0.00074683
2455092,9/17/2009,Thu,0.00098184,0.057537,0.0007485
2455093,9/18/2009,Fri,0.00098814,0.058445,0.00074794
2455096,9/21/2009,Mon,0.00100301,0.059952,0.00076336
2455097,9/22/2009,Tue,0.00098619,0.058005,0.00075188
2455098,9/23/2009,Wed,0.00098985,0.05848,0.00075472
2455099,9/24/2009,Thu,0.00099034,0.059666,
2455100,9/25/2009,Fri,0.00100857,0.061728,0.00078064
2455103,9/28/2009,Mon,0.00100832,0.062854,0.00078585
2455104,9/29/2009,Tue,0.00101061,0.062228,0.0007874
2455105,9/30/2009,Wed,0.00100427,0.06079,0.000777
2455106,10/1/2009,Thu,0.00099527,0.060423,0.00077399
2455107,10/2/2009,Fri,0.00099651,0.06169,0.00078802
2455110,10/5/2009,Mon,0.00099453,0.061614,0.00078186
2455111,10/6/2009,Tue,0.0009627,0.058997,0.00076336
2455112,10/7/2009,Wed,0.00096131,0.057471,0.00075586
2455113,10/8/2009,Thu,0.00095694,0.05618,0.00074906
2455114,10/9/2009,Fri,0.00095102,0.056722,0.00074794
2455118,10/13/2009,Tue,0.00094563,0.055586,0.00073746
2455119,10/14/2009,Wed,0.00094384,0.055772,0.00073746
2455120,10/15/2009,Thu,0.00094922,0.057013,0.00074794
2455121,10/16/2009,Fri,0.00095465,0.05777,0.00074627
2455124,10/19/2009,Mon,0.00095193,0.057078,0.00073964
2455125,10/20/2009,Tue,0.00094184,0.056322,0.0007294
2455126,10/21/2009,Wed,0.00094899,0.057504,0.00074294
2455127,10/22/2009,Thu,0.00094967,0.05698,0.00073638
2455128,10/23/2009,Fri,0.00094184,0.056657,0.00072886
2455131,10/26/2009,Mon,0.00094877,0.056786,0.00073314
2455132,10/27/2009,Tue,0.00096478,0.058617,0.00075586
2455133,10/28/2009,Wed,0.00096923,0.061237,0.00076161
2455134,10/29/2009,Thu,0.00096108,0.061237,0.00075301
2455135,10/30/2009,Fri,0.00096154,0.06035,0.00075758
2455138,11/2/2009,Mon,0.00094162,0.060314,0.00075188
2455139,11/3/2009,Tue,0.00094251,0.061162,0.00075472
2455140,11/4/2009,Wed,0.00091743,0.057208,0.00073584
2455141,11/5/2009,Thu,0.00091827,0.057537,0.00073583
2455142,11/6/2009,Fri,0.00091179,0.057061,0.00074239
2455145,11/9/2009,Mon,0.00090355,0.056561,0.00073801
2455146,11/10/2009,Tue,0.00090785,0.057937,0.00073855
2455148,11/12/2009,Thu,0.00089706,0.05711,0.0007326
2455149,11/13/2009,Fri,0.0009058,0.057728,0.00073584
2455152,11/16/2009,Mon,0.00088496,0.05637,0.00070225
2455153,11/17/2009,Tue,0.00088125,0.055249,0.00069541
2455154,11/18/2009,Wed,0.00087032,0.053362,0.00069013
2455155,11/19/2009,Thu,0.00088067,0.054945,0.00069686
2455156,11/20/2009,Fri,0.00087719,0.055005,0.00069686
2455159,11/23/2009,Mon,0.00085507,0.053305,0.00068306
2455160,11/24/2009,Tue,0.00085966,0.05385,0.00068587
2455161,11/25/2009,Wed,0.00084764,0.053677,0.00068073
2455162,11/26/2009,Thu,0.00084549,0.054083,0.00068729
2455163,11/27/2009,Fri,0.00085727,0.055617,0.00070126
2455166,11/30/2009,Mon,0.00085052,0.055127,0.00069348
2455167,12/1/2009,Tue,0.00083857,0.053419,0.00068027
2455168,12/2/2009,Wed,0.00082474,0.052138,0.0006734
2455169,12/3/2009,Thu,0.0008273,0.052329,0.00066934
2455170,12/4/2009,Fri,0.00084016,0.053107,0.00067935
2455173,12/7/2009,Mon,0.00087527,0.055432,0.0006993
2455174,12/8/2009,Tue,0.00087203,0.055218,0.00069493
2455175,12/9/2009,Wed,0.00087642,0.056275,0.00070323
2455176,12/10/2009,Thu,0.00088613,0.057504,0.00070621
2455177,12/11/2009,Fri,0.00088968,0.05711,0.00069979
2455180,12/14/2009,Mon,0.00088988,0.058173,0.00069638
2455181,12/15/2009,Tue,0.00089127,0.058207,0.00069735
2455182,12/16/2009,Wed,0.00087912,0.056818,0.00068634
2455183,12/17/2009,Thu,0.00089525,0.057471,0.00069832
2455184,12/18/2009,Fri,0.00090539,0.05777,0.00070572
2455187,12/21/2009,Mon,0.00090457,0.057904,0.00069979
2455188,12/22/2009,Tue,0.00092251,0.058997,0.00070922
2455189,12/23/2009,Wed,0.00092145,0.059102,0.0007148
2455195,12/29/2009,Tue,0.00090416,0.057405,0.00067935
2455196,12/30/2009,Wed,0.00091954,0.059102,0.00068446
2455197,12/31/2009,Thu,,0.058858,
2455201,1/4/2010,Mon,0.00089166,0.058241,0.00066667
2455202,1/5/2010,Tue,0.00089027,0.056915,0.00065574
2455203,1/6/2010,Wed,0.00088496,0.055897,0.00064267
2455204,1/7/2010,Thu,0.00088476,0.055279,0.00064851
2455205,1/8/2010,Fri,0.00088751,0.055188,0.00063735
2455208,1/11/2010,Mon,0.0008673,0.053079,0.00063211
2455209,1/12/2010,Tue,0.00086862,0.054318,0.00063452
2455210,1/13/2010,Wed,0.00088711,0.054496,0.00063412
2455211,1/14/2010,Thu,0.00087854,0.053821,0.000625
2455212,1/15/2010,Fri,0.00088653,0.053996,0.000625
2455215,1/18/2010,Mon,0.00088145,0.053591,0.00061919
2455216,1/19/2010,Tue,0.00088261,0.054054,0.0006169
2455217,1/20/2010,Wed,0.00089266,0.054113,0.00061463
2455218,1/21/2010,Thu,0.00090232,0.056561,0.00062035
2455219,1/22/2010,Fri,0.00092251,0.05787,0.00064935
2455222,1/25/2010,Mon,0.00091303,0.058275,0.00064809
2455223,1/26/2010,Tue,0.0009147,0.058275,0.00066138
2455224,1/27/2010,Wed,0.00091345,0.059737,0.00065833
2455225,1/28/2010,Thu,0.00091912,0.060168,0.0006592
2455226,1/29/2010,Fri,0.00091848,0.061387,0.00066138
2455229,2/1/2010,Mon,0.00092039,0.061614,0.00065789
2455230,2/2/2010,Tue,0.00090009,0.059595,0.00064309
2455231,2/3/2010,Wed,0.00089666,0.059559,0.00063371
2455233,2/5/2010,Fri,0.00094518,0.06592,0.00067797
2455236,2/8/2010,Mon,0.00093985,0.06605,0.00067705
2455237,2/9/2010,Tue,0.00093349,0.065789,0.00066845
2455238,2/10/2010,Wed,0.00093502,0.064103,0.00066181
2455239,2/11/2010,Thu,0.00092915,0.065062,0.00066181
2455240,2/12/2010,Fri,0.00092421,0.065232,0.00066445
2455243,2/15/2010,Mon,0.00091054,0.064226,0.00066094
2455244,2/16/2010,Tue,0.00089666,0.063211,0.00065189
2455245,2/17/2010,Wed,0.00089365,0.06169,0.00064851
2455246,2/18/2010,Thu,0.00089445,0.063171,0.00065617
2455247,2/19/2010,Fri,0.00089867,0.062696,0.00066094
2455250,2/22/2010,Mon,0.00089666,0.060827,0.00065147
2455251,2/23/2010,Tue,0.00090334,0.062112,0.00065876
2455252,2/24/2010,Wed,0.00090662,0.063452,0.00066489
2455253,2/25/2010,Thu,0.00091366,0.062814,0.0006605
2455254,2/26/2010,Fri,0.00090232,0.062035,0.00065232
2455257,3/1/2010,Mon,0.00089767,0.060606,0.00064599
2455258,3/2/2010,Tue,0.00088771,0.06035,0.0006402
2455259,3/3/2010,Wed,0.00087989,0.058241,0.00063291
2455260,3/4/2010,Thu,0.00088145,0.05767,0.00063331
2455261,3/5/2010,Fri,0.00088106,0.057971,0.00063371
2455264,3/8/2010,Mon,0.0008883,0.057703,0.00062383
2455265,3/9/2010,Tue,0.00089626,0.058651,0.00063532
2455266,3/10/2010,Wed,0.00089246,0.057241,0.00062305
2455267,3/11/2010,Thu,0.0009058,0.059137,0.00063291
2455268,3/12/2010,Fri,0.00090395,0.05777,0.00061767
2455271,3/15/2010,Mon,0.00090559,0.058754,0.00061881
2455272,3/16/2010,Tue,0.00088909,0.058005,0.00061576
2455273,3/17/2010,Wed,0.00089146,0.057013,0.00061125
2455274,3/18/2010,Thu,0.00089067,0.057176,0.00061237
2455275,3/19/2010,Fri,0.00090457,0.05777,0.00061843
2455278,3/22/2010,Mon,0.00091137,0.059595,0.00063211
2455279,3/23/2010,Tue,0.00090785,0.059595,0.00062578
2455280,3/24/2010,Wed,0.0009168,0.059952,0.00063052
2455281,3/25/2010,Thu,0.00091491,0.059559,0.00062775
2455282,3/26/2010,Fri,0.00091199,0.059347,0.00062657
2455285,3/29/2010,Mon,0.00090293,0.058309,0.00062073
2455286,3/30/2010,Tue,0.00090334,0.057438,0.00061652
2455287,3/31/2010,Wed,0.00089646,0.057143,0.0006079
2455288,4/1/2010,Thu,0.00089008,0.056529,0.00060241
2455293,4/6/2010,Tue,0.00088281,0.055804,0.00058823
2455294,4/7/2010,Wed,0.00087566,0.055648,0.0005848
2455295,4/8/2010,Thu,0.00087108,0.055617,0.00058582
2455296,4/9/2010,Fri,0.00086768,0.054526,0.00058207
2455299,4/12/2010,Mon,0.000863,0.054083,0.0005787
2455300,4/13/2010,Tue,0.00087089,0.055066,0.00058343
2455301,4/14/2010,Wed,0.00086674,0.054377,0.0005787
2455302,4/15/2010,Thu,0.00086618,0.054735,0.00058207
2455303,4/16/2010,Fri,0.00086843,0.054496,0.00058548
2455306,4/19/2010,Mon,0.00088009,0.057143,0.00059418
2455307,4/20/2010,Tue,0.00087355,0.055556,0.00058343
2455308,4/21/2010,Wed,0.00087489,0.056117,0.00057804
2455309,4/22/2010,Thu,0.00088203,0.055617,0.0005777
2455310,4/23/2010,Fri,0.00087758,0.055897,0.00057971
2455313,4/26/2010,Mon,0.00086618,0.054496,0.00057078
2455314,4/27/2010,Tue,0.00086994,0.055066,0.00058072
2455315,4/28/2010,Wed,0.00086133,0.055679,0.00058343
2455316,4/29/2010,Thu,0.00085708,0.055096,0.00058445
2455317,4/30/2010,Fri,0.000848,0.053706,0.00057537
2455321,5/4/2010,Tue,0.00084388,0.053447,0.00058411
2455322,5/5/2010,Wed,0.00085837,0.056722,0.00061125
2455323,5/6/2010,Thu,0.0008437,0.056529,0.00060168
2455324,5/7/2010,Fri,0.00083177,0.056497,0.00060569
2455327,5/10/2010,Mon,0.00083577,0.054171,0.00059032
2455328,5/11/2010,Tue,0.000818,0.054289,0.00059207
2455329,5/12/2010,Wed,0.00080808,0.051046,0.0005872
2455330,5/13/2010,Thu,0.00080808,0.051467,0.0005787
2455331,5/14/2010,Fri,0.00080873,0.050916,0.00058106
2455334,5/17/2010,Mon,0.00080906,0.052329,0.00059102
2455335,5/18/2010,Tue,0.00082186,0.053135,0.00059488
2455336,5/19/2010,Wed,0.00083682,0.053967,0.00062035
2455337,5/20/2010,Thu,0.00083893,0.055772,0.00066007
2455338,5/21/2010,Fri,0.00084764,0.056433,0.00067024
2455342,5/25/2010,Tue,0.00083455,0.056721,0.00066979
2455343,5/26/2010,Wed,0.00082508,0.054735,0.00065232
2455344,5/27/2010,Thu,0.00082576,0.054466,0.00065147
2455345,5/28/2010,Fri,0.00082816,0.053967,0.00064309
2455349,6/1/2010,Tue,0.0008145,0.054645,0.00064516
2455350,6/2/2010,Wed,0.00082305,0.054259,0.00064851
2455351,6/3/2010,Thu,0.00082305,0.054735,0.00063898
2455352,6/4/2010,Fri,0.00083091,0.056306,0.00065488
2455355,6/7/2010,Mon,0.00082305,0.057604,0.00066667
2455356,6/8/2010,Tue,0.00080257,0.054526,0.00065963
2455357,6/9/2010,Wed,0.0008107,0.054735,0.00065062
2455358,6/10/2010,Thu,0.00082135,0.055617,0.00065359
2455359,6/11/2010,Fri,0.00081967,0.054615,0.00064977
2455362,6/14/2010,Mon,0.00081716,0.054259,0.00064267
2455363,6/15/2010,Tue,0.00081633,0.054289,0.00064185
2455364,6/16/2010,Wed,0.00081004,0.054025,0.00063776
2455365,6/17/2010,Thu,0.00080321,0.054054,0.00063412
2455366,6/18/2010,Fri,0.00079618,0.053277,0.00063371
2455369,6/21/2010,Mon,0.00079713,0.051626,0.00062305
2455370,6/22/2010,Tue,0.00080906,0.053691,0.00063091
2455371,6/23/2010,Wed,0.00081533,0.052882,0.00063492
2455372,6/24/2010,Thu,0.0008089,0.054407,0.00064558
2455373,6/25/2010,Fri,0.00079745,0.053619,0.00064267
2455376,6/28/2010,Mon,0.00079302,0.052329,0.00063251
2455377,6/29/2010,Tue,0.00081004,0.05385,0.00064725
2455378,6/30/2010,Wed,0.00080386,0.053362,0.00065274
2455380,7/2/2010,Fri,0.00083229,0.055617,0.00066313
2455383,7/5/2010,Mon,0.00082781,0.056022,0.00066401
2455384,7/6/2010,Tue,0.00083682,0.056022,0.00066269
2455385,7/7/2010,Wed,0.00083805,0.056657,0.00066138
2455386,7/8/2010,Thu,0.00083787,0.055556,0.00065445
2455387,7/9/2010,Fri,0.0008273,0.05596,0.00065488
2455390,7/12/2010,Mon,0.00082953,0.055371,0.00065531
